É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/12/01 14:39:55

,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™
2018/6/25,25.7,8,1,21.3,8,1,30.7,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.8,8,ñkñkêº,8,1,21.4,8,1,1010.3,8,1,66,8,1,40,8,1,5.5,8,1,27.88,8,1,8.9,8,ñkñkêº,8,1,ìÏìå,8,1,1012.0,8,1,1010.9,0,8,1
2018/6/26,27.6,8,1,22.9,8,1,31.7,8,1,9.0,0,8,1,1.6,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,7.2,8,ìÏìÏêº,8,1,26.4,8,1,1009.6,8,1,72,8,1,59,8,1,10.0,8,1,13.25,8,1,13.4,8,ìÏìÏêº,8,1,ìÏ,8,1,1011.3,8,1,1008.9,0,8,1
2018/6/27,28.8,8,1,26.0,8,1,31.7,8,1,3.0,0,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,5.6,8,1,8.3,8,ìÏìÏêº,8,1,25.9,8,1,1005.7,8,1,66,8,1,52,8,1,10.0,8,1,11.61,8,1,15.7,8,ìÏìÏêº,8,1,ìÏ,8,1,1007.4,8,1,1005.6,0,8,1
2018/6/28,28.9,8,1,23.9,8,1,30.5,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,0,1,8,1,4.8,8,1,8.4,8,ìÏìÏêº,8,1,26.1,8,1,1002.8,8,1,66,8,1,60,8,1,10.0,8,1,11.22,8,1,16.3,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,1004.5,8,1,1003.0,0,8,1
2018/6/29,25.4,8,1,22.0,8,1,27.9,8,1,66.0,0,8,1,0.4,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,6.0,8,ìÏêº,8,1,26.6,8,1,1004.6,8,1,83,8,1,67,8,1,9.8,8,1,5.95,8,1,12.8,8,ìÏêº,8,1,ìÏìå,8,1,1006.3,8,1,1002.6,0,8,1
2018/6/30,24.8,8,1,21.6,8,1,27.7,8,1,39.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.3,8,ìÏìå,8,1,27.8,8,1,1010.2,8,1,89,8,1,76,8,1,10.0,8,1,5.13,8,1,10.2,8,ìÏìå,8,1,ìåìÏìå,8,1,1011.9,8,1,1009.4,0,8,1
2018/7/1,29.3,8,1,23.8,8,1,35.2,8,1,0.0,0,8,1,5.7,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.3,8,ìÏ,8,1,26.6,8,1,1009.2,8,1,67,8,1,46,8,1,9.5,8,1,20.08,8,1,10.7,8,ìÏìÏìå,8,1,ìÏìå,8,1,1010.9,8,1,1009.3,0,8,1
2018/7/2,29.0,8,1,26.3,8,1,31.8,8,1,0.5,0,8,1,0.3,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,4.8,8,ìÏìå,8,1,27.2,8,1,1006.7,8,1,68,8,1,55,8,1,10.0,8,1,10.45,8,1,8.6,8,ìÏìå,8,1,ìåìÏìå,8,1,1008.4,8,1,1005.7,0,8,1
2018/7/3,25.4,8,1,24.3,8,1,27.1,8,1,73.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,5.4,8,1,14.1,8,ìÏ,8,1,27.9,8,1,993.2,8,1,86,8,1,76,8,1,10.0,8,1,5.26,8,1,26.9,8,ìÏìÏìå,8,1,ìåìÏìå,8,1,994.9,8,1,987.2,0,8,1
2018/7/4,28.0,8,1,24.6,8,1,33.1,8,1,1.0,0,8,1,8.7,0,8,1,0,1,8,1,0,1,8,1,4.0,8,1,7.7,8,ìÏìÏêº,8,1,26.5,8,1,998.0,8,1,71,8,1,52,8,1,7.5,8,1,24.05,8,1,14.8,8,ìÏìÏêº,8,1,ìÏ,8,1,999.7,8,1,994.6,0,8,1
2018/7/5,25.2,8,1,24.0,8,1,26.8,8,1,101.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,3.2,8,ìÏìÏìå,8,1,29.6,8,1,1001.1,8,1,92,8,1,81,8,1,10.0,8,1,3.48,8,1,5.2,8,ñkñkìå,8,1,ìÏìå,8,1,1002.8,8,1,1001.6,0,8,1
2018/7/6,23.6,8,1,21.6,8,1,25.8,8,1,236.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.7,8,ñk,8,1,28.5,8,1,1001.9,8,1,98,8,1,91,8,1,10.0,8,1,1.25,8,1,10.2,8,ñk,8,1,ñk,8,1,1003.6,8,1,1002.2,0,8,1
2018/7/7,21.7,8,1,20.8,8,1,23.3,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.8,8,1,7.2,8,ñk,8,1,24.1,8,1,1006.2,8,1,93,8,1,84,8,1,10.0,8,1,5.59,8,1,11.2,8,ñk,8,1,ñk,8,1,1007.9,8,1,1004.7,0,8,1
2018/7/8,23.2,8,1,21.0,8,1,27.1,8,1,0.5,0,8,1,1.1,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.2,8,ñkñkêº,8,1,25.7,8,1,1009.4,8,1,90,8,1,75,8,1,9.8,8,1,13.49,8,1,6.0,8,ñkñkìå,8,1,ñk,8,1,1011.1,8,1,1009.3,0,8,1
2018/7/9,26.5,8,1,23.1,8,1,31.8,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.0,8,ñk,8,1,28.3,8,1,1013.2,8,1,82,8,1,59,8,1,8.3,8,1,27.07,8,1,8.4,8,ñkñkêº,8,1,ñkñkêº,8,1,1014.9,8,1,1013.0,0,8,1
2018/7/10,29.3,8,1,24.0,8,1,34.9,8,1,3.0,0,8,1,12.2,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,6.1,8,ñkêº,8,1,29.1,8,1,1013.3,8,1,73,8,1,47,8,1,7.0,8,1,28.06,8,1,8.1,8,ñkêº,8,1,ñkñkêº,8,1,1015.0,8,1,1013.8,0,8,1
2018/7/11,29.2,8,1,25.4,8,1,32.8,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,5.4,8,ñkñkêº,8,1,27.7,8,1,1013.9,8,1,69,8,1,57,8,1,8.0,8,1,20.05,8,1,9.1,8,ñkñkêº,8,1,ñk,8,1,1015.6,8,1,1014.4,0,8,1
2018/7/12,29.0,8,1,25.9,8,1,32.6,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.3,8,ñkñkêº,8,1,28.9,8,1,1012.5,8,1,73,8,1,60,8,1,4.0,8,1,27.46,8,1,8.1,8,ñkñkêº,8,1,ñk,8,1,1014.2,8,1,1013.1,0,8,1
2018/7/13,28.9,8,1,26.6,8,1,32.9,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,5.8,8,ñk,8,1,29.0,8,1,1011.2,8,1,73,8,1,54,8,1,7.3,8,1,27.75,8,1,7.9,8,ñk,8,1,ñk,8,1,1012.9,8,1,1011.4,0,8,1
2018/7/14,29.1,8,1,25.5,8,1,33.1,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.6,8,ñkêº,8,1,28.2,8,1,1010.1,8,1,71,8,1,50,8,1,2.3,8,1,28.86,8,1,7.5,8,ñkñkêº,8,1,ñkñkêº,8,1,1011.8,8,1,1010.9,0,8,1
2018/7/15,29.6,8,1,26.0,8,1,34.8,8,1,0,1,8,1,13.3,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.1,8,ñk,8,1,26.5,8,1,1010.4,8,1,65,8,1,38,8,1,0.3,8,1,27.87,8,1,6.7,8,ñkñkêº,8,1,ñkñkêº,8,1,1012.1,8,1,1010.9,0,8,1
2018/7/16,29.9,8,1,26.9,8,1,34.2,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.2,8,ñkñkêº,8,1,28.5,8,1,1011.0,8,1,68,8,1,46,8,1,0.5,8,1,27.18,8,1,8.2,8,ñkñkêº,8,1,ñk,8,1,1012.7,8,1,1011.8,0,8,1
2018/7/17,29.8,8,1,26.9,8,1,33.9,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.4,8,ñkñkêº,8,1,28.6,8,1,1010.6,8,1,69,8,1,44,8,1,2.5,8,1,26.47,8,1,7.2,8,ñkñkêº,8,1,ñkñkêº,8,1,1012.3,8,1,1011.2,0,8,1
2018/7/18,29.9,8,1,27.0,8,1,33.4,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.9,8,ñk,8,1,28.2,8,1,1009.9,8,1,67,8,1,53,8,1,2.3,8,1,26.26,8,1,8.3,8,ñk,8,1,ñk,8,1,1011.6,8,1,1010.4,0,8,1
2018/7/19,30.0,8,1,26.9,8,1,33.7,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,4.8,8,ñkêº,8,1,29.1,8,1,1008.4,8,1,69,8,1,56,8,1,0.0,8,1,26.67,8,1,7.5,8,êºñkêº,8,1,ñkñkêº,8,1,1010.1,8,1,1008.5,0,8,1
2018/7/20,32.3,8,1,27.7,8,1,38.3,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,6.5,8,ìÏìå,8,1,28.4,8,1,1006.7,8,1,60,8,1,42,8,1,2.5,8,1,23.80,8,1,11.9,8,ìÏìå,8,1,ìÏìå,8,1,1008.3,8,1,1006.6,0,8,1
2018/7/21,31.9,8,1,28.4,8,1,35.8,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,4.7,8,ìÏìå,8,1,26.8,8,1,1007.3,8,1,57,8,1,44,8,1,6.0,8,1,21.04,8,1,8.2,8,ìÏìå,8,1,ìÏìå,8,1,1009.0,8,1,1007.9,0,8,1
2018/7/22,30.2,8,1,26.6,8,1,36.9,8,1,16.0,0,8,1,4.9,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.0,8,ñkñkêº,8,1,30.0,8,1,1007.7,8,1,71,8,1,45,8,1,10.0,8,1,17.15,8,1,8.0,8,ìÏìå,8,1,ìÏìå,8,1,1009.4,8,1,1008.0,0,8,1
2018/7/23,29.7,8,1,27.0,8,1,33.9,8,1,0.0,0,8,1,8.1,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,5.7,8,ñkñkêº,8,1,32.8,8,1,1007.9,8,1,79,8,1,64,8,1,4.8,8,1,24.17,8,1,7.8,8,ñkñkêº,8,1,ñkñkêº,8,1,1009.6,8,1,1008.2,0,8,1
2018/7/24,30.2,8,1,27.9,8,1,34.0,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,6.1,8,ñkñkêº,8,1,31.5,8,1,1007.1,8,1,74,8,1,56,8,1,3.0,8,1,25.21,8,1,8.1,8,ñkñkêº,8,1,ñkñkêº,8,1,1008.8,8,1,1007.5,0,8,1
2018/7/25,30.5,8,1,27.6,8,1,34.7,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,5.6,8,ñk,8,1,31.6,8,1,1006.5,8,1,73,8,1,58,8,1,2.0,8,1,28.02,8,1,8.5,8,ñk,8,1,ñkñkêº,8,1,1008.2,8,1,1006.6,0,8,1
2018/7/26,31.0,8,1,28.1,8,1,35.3,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,5.8,8,ñkñkêº,8,1,31.1,8,1,1005.6,8,1,70,8,1,49,8,1,7.0,8,1,26.79,8,1,8.3,8,ñkñkêº,8,1,ñkñkêº,8,1,1007.3,8,1,1005.6,0,8,1
2018/7/27,30.5,8,1,28.0,8,1,34.6,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,6.5,8,ñk,8,1,32.4,8,1,1004.7,8,1,75,8,1,60,8,1,4.3,8,1,27.71,8,1,8.8,8,ñk,8,1,ñkñkêº,8,1,1006.4,8,1,1004.9,0,8,1
2018/7/28,29.6,8,1,27.2,8,1,34.1,8,1,0.0,0,8,1,11.9,0,8,1,0,1,8,1,0,1,8,1,5.1,8,1,9.3,8,ñk,8,1,30.5,8,1,1002.5,8,1,74,8,1,57,8,1,6.8,8,1,26.28,8,1,14.8,8,ñk,8,1,ñk,8,1,1004.2,8,1,1002.0,0,8,1
2018/7/29,27.2,8,1,25.5,8,1,29.8,8,1,34.0,0,8,1,0.9,0,8,1,0,1,8,1,0,1,8,1,5.5,8,1,9.6,8,ñkñkêº,8,1,29.8,8,1,997.1,8,1,83,8,1,71,8,1,9.3,8,1,5.86,8,1,17.7,8,ñkñkêº,8,1,ñk,8,1,998.8,8,1,994.9,0,8,1
2018/7/30,28.6,8,1,25.0,8,1,32.3,8,1,0.0,0,8,1,2.1,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,6.2,8,ìåñkìå,8,1,26.8,8,1,999.6,8,1,69,8,1,56,8,1,6.8,8,1,13.28,8,1,11.7,8,ñkìå,8,1,ìå,8,1,1001.3,8,1,998.8,0,8,1
2018/7/31,30.3,8,1,27.7,8,1,33.7,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,0,1,8,1,4.1,8,1,6.9,8,ìåñkìå,8,1,27.1,8,1,1000.5,8,1,63,8,1,53,8,1,6.8,8,1,22.29,8,1,11.6,8,ñkìå,8,1,ìåñkìå,8,1,1002.2,8,1,1001.1,0,8,1
2018/8/1,31.1,8,1,27.9,8,1,34.9,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,6.2,8,ñkìå,8,1,28.5,8,1,1000.4,8,1,63,8,1,52,8,1,3.3,8,1,23.97,8,1,10.3,8,ñkìå,8,1,ìåñkìå,8,1,1002.1,8,1,1000.9,0,8,1
2018/8/2,31.2,8,1,27.7,8,1,37.5,8,1,17.0,0,8,1,11.3,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,8.7,8,ìÏìÏìå,8,1,29.2,8,1,1003.5,8,1,65,8,1,43,8,1,4.0,8,1,23.42,8,1,15.6,8,ìÏìÏìå,8,1,ìåìÏìå,8,1,1005.2,8,1,1003.8,0,8,1
2018/8/3,30.8,8,1,27.7,8,1,34.6,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,5.3,8,ñk,8,1,29.7,8,1,1006.9,8,1,67,8,1,52,8,1,0.5,8,1,23.76,8,1,7.7,8,ñkñkêº,8,1,ñkñkêº,8,1,1008.6,8,1,1007.0,0,8,1
2018/8/4,30.6,8,1,28.0,8,1,34.5,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.7,8,ñk,8,1,30.1,8,1,1007.1,8,1,69,8,1,54,8,1,2.0,8,1,25.56,8,1,8.1,8,ñkñkêº,8,1,ñkñkêº,8,1,1008.8,8,1,1007.2,0,8,1
2018/8/5,30.6,8,1,27.2,8,1,34.5,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.7,8,ñkêº,8,1,30.5,8,1,1005.6,8,1,69,8,1,57,8,1,0.8,8,1,27.11,8,1,10.0,8,ñkñkêº,8,1,ñkêº,8,1,1007.3,8,1,1005.9,0,8,1
2018/8/6,30.3,8,1,27.7,8,1,34.1,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,6.3,8,ñk,8,1,32.4,8,1,1004.2,8,1,75,8,1,61,8,1,0.8,8,1,26.35,8,1,9.3,8,ñk,8,1,ñk,8,1,1005.9,8,1,1004.6,0,8,1
2018/8/7,29.7,8,1,27.1,8,1,33.9,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,9.1,8,ñk,8,1,30.9,8,1,1004.1,8,1,74,8,1,61,8,1,2.8,8,1,24.70,8,1,12.9,8,ñk,8,1,ñkñkêº,8,1,1005.8,8,1,1004.6,0,8,1
2018/8/8,28.1,8,1,25.9,8,1,31.7,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,0,1,8,1,4.1,8,1,7.9,8,ñkñkêº,8,1,26.8,8,1,1004.2,8,1,71,8,1,58,8,1,4.5,8,1,26.66,8,1,11.9,8,ñk,8,1,ñk,8,1,1005.9,8,1,1004.6,0,8,1
2018/8/9,28.4,8,1,26.1,8,1,32.6,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,0,1,8,1,4.2,8,1,8.2,8,ñkñkêº,8,1,28.1,8,1,1002.4,8,1,73,8,1,58,8,1,7.0,8,1,25.18,8,1,11.5,8,ñk,8,1,ñk,8,1,1004.1,8,1,1002.6,0,8,1
2018/8/10,28.9,8,1,26.1,8,1,33.2,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.2,8,ñkñkêº,8,1,29.3,8,1,1001.6,8,1,74,8,1,61,8,1,5.8,8,1,26.22,8,1,9.0,8,ñkñkêº,8,1,ñkêº,8,1,1003.3,8,1,1002.2,0,8,1
2018/8/11,31.0,8,1,26.9,8,1,36.1,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.7,8,ñk,8,1,30.2,8,1,1001.6,8,1,68,8,1,49,8,1,6.0,8,1,19.85,8,1,8.7,8,ñk,8,1,ìÏìÏêº,8,1,1003.3,8,1,1001.6,0,8,1
2018/8/12,31.9,8,1,29.3,8,1,37.1,8,1,3.0,0,8,1,10.2,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.7,8,ìÏ,8,1,30.8,8,1,1005.0,8,1,66,8,1,51,8,1,7.0,8,1,22.91,8,1,11.2,8,ìÏ,8,1,ìÏìå,8,1,1006.7,8,1,1004.6,0,8,1
2018/8/13,31.2,8,1,27.7,8,1,36.2,8,1,4.5,0,8,1,11.6,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.6,8,ñk,8,1,29.9,8,1,1008.6,8,1,67,8,1,51,8,1,7.0,8,1,25.40,8,1,8.7,8,ñk,8,1,ìÏìå,8,1,1010.3,8,1,1009.1,0,8,1
2018/8/14,32.1,8,1,27.7,8,1,37.0,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,5.3,8,ñkñkêº,8,1,27.9,8,1,1007.6,8,1,59,8,1,47,8,1,8.3,8,1,25.83,8,1,7.5,8,ñkñkêº,8,1,ìÏìå,8,1,1009.3,8,1,1007.1,0,8,1
2018/8/15,29.5,8,1,26.4,8,1,31.7,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.4,8,ìÏ,8,1,29.8,8,1,1005.4,8,1,72,8,1,57,8,1,10.0,8,1,7.67,8,1,14.3,8,ìÏìÏìå,8,1,ìÏìå,8,1,1007.1,8,1,1005.4,0,8,1
2018/8/16,29.8,8,1,27.5,8,1,33.9,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.3,8,ñkìå,8,1,30.4,8,1,1006.5,8,1,73,8,1,60,8,1,8.5,8,1,13.84,8,1,10.4,8,ñkìå,8,1,ìÏìå,8,1,1008.2,8,1,1006.8,0,8,1
2018/8/17,27.7,8,1,25.2,8,1,32.0,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,0,1,8,1,4.7,8,1,9.7,8,ñk,8,1,23.9,8,1,1008.0,8,1,65,8,1,49,8,1,6.0,8,1,22.23,8,1,15.8,8,ñk,8,1,ñk,8,1,1009.7,8,1,1008.4,0,8,1
2018/8/18,27.1,8,1,23.7,8,1,33.2,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.0,8,ñk,8,1,22.0,8,1,1007.9,8,1,62,8,1,44,8,1,2.5,8,1,26.87,8,1,8.3,8,ñkñkêº,8,1,ñk,8,1,1009.6,8,1,1008.2,0,8,1
2018/8/19,28.2,8,1,25.4,8,1,32.4,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.1,8,ñk,8,1,25.6,8,1,1008.6,8,1,67,8,1,55,8,1,7.5,8,1,24.91,8,1,8.3,8,ñk,8,1,ñk,8,1,1010.3,8,1,1009.2,0,8,1
2018/8/20,29.1,8,1,25.1,8,1,33.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.8,8,ñk,8,1,24.8,8,1,1006.0,8,1,62,8,1,46,8,1,6.5,8,1,22.82,8,1,8.0,8,ñk,8,1,ìÏìå,8,1,1007.7,8,1,1005.1,0,8,1
2018/8/21,32.0,8,1,27.5,8,1,38.1,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,7.3,8,ìÏìå,8,1,25.7,8,1,1001.9,8,1,55,8,1,32,8,1,7.8,8,1,23.04,8,1,13.3,8,ìÏìå,8,1,ìÏìå,8,1,1003.6,8,1,1001.5,0,8,1
2018/8/22,32.8,8,1,30.5,8,1,36.8,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,0,1,8,1,5.1,8,1,8.3,8,ìÏìå,8,1,24.8,8,1,1000.2,8,1,50,8,1,38,8,1,9.5,8,1,20.31,8,1,16.0,8,ìåìÏìå,8,1,ìåìÏìå,8,1,1001.9,8,1,1000.2,0,8,1
2018/8/23,31.2,8,1,27.1,8,1,36.9,8,1,5.5,0,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,3.4,8,1,7.4,8,ìÏìå,8,1,29.3,8,1,997.9,8,1,66,8,1,45,8,1,7.5,8,1,19.47,8,1,14.0,8,ìÏìå,8,1,ìÏìå,8,1,999.6,8,1,997.0,0,8,1
2018/8/24,30.6,8,1,27.3,8,1,34.1,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,0,1,8,1,4.3,8,1,7.5,8,ìÏìÏêº,8,1,27.7,8,1,1002.3,8,1,63,8,1,48,8,1,6.3,8,1,16.31,8,1,13.8,8,ìÏ,8,1,ìÏìÏêº,8,1,1004.0,8,1,998.4,0,8,1
2018/8/25,30.0,8,1,27.1,8,1,36.4,8,1,1.5,0,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.7,8,ìÏìÏêº,8,1,31.6,8,1,1008.4,8,1,76,8,1,43,8,1,7.0,8,1,17.71,8,1,10.3,8,ìÏêº,8,1,ñk,8,1,1010.1,8,1,1008.5,0,8,1
2018/8/26,30.7,8,1,27.6,8,1,36.2,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,5.8,8,ìÏ,8,1,27.7,8,1,1010.6,8,1,64,8,1,42,8,1,3.0,8,1,21.65,8,1,11.6,8,ìÏ,8,1,ìÏìå,8,1,1012.3,8,1,1011.3,0,8,1
2018/8/27,29.4,8,1,27.4,8,1,33.8,8,1,4.0,0,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,4.8,8,ìÏ,8,1,29.3,8,1,1011.8,8,1,72,8,1,51,8,1,5.5,8,1,14.60,8,1,8.4,8,ìÏìÏìå,8,1,ìÏìÏìå,8,1,1013.5,8,1,1012.7,0,8,1
2018/8/28,29.5,8,1,25.8,8,1,33.7,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.7,8,ñkêº,8,1,29.1,8,1,1012.0,8,1,71,8,1,54,8,1,4.0,8,1,24.88,8,1,7.6,8,ñk,8,1,ñk,8,1,1013.7,8,1,1012.7,0,8,1
2018/8/29,30.0,8,1,27.0,8,1,35.1,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.1,8,ñkêº,8,1,29.6,8,1,1010.6,8,1,70,8,1,55,8,1,2.3,8,1,20.56,8,1,7.7,8,ìÏìÏìå,8,1,ñk,8,1,1012.3,8,1,1011.2,0,8,1
2018/8/30,28.7,8,1,26.6,8,1,31.1,8,1,6.5,0,8,1,1.6,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,4.6,8,ìÏìÏêº,8,1,29.9,8,1,1011.0,8,1,76,8,1,63,8,1,7.0,8,1,8.84,8,1,7.0,8,ìÏìÏêº,8,1,ìÏìÏìå,8,1,1012.7,8,1,1011.8,0,8,1
2018/8/31,28.2,8,1,26.2,8,1,33.8,8,1,6.5,0,8,1,3.3,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.4,8,ñkêº,8,1,29.5,8,1,1010.5,8,1,78,8,1,54,8,1,8.8,8,1,10.71,8,1,9.3,8,ñkêº,8,1,ìÏìÏìå,8,1,1012.2,8,1,1010.5,0,8,1
2018/9/1,25.5,8,1,23.9,8,1,27.8,8,1,20.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,6.4,8,ñk,8,1,28.4,8,1,1009.0,8,1,87,8,1,73,8,1,9.0,8,1,3.45,8,1,10.6,8,ñk,8,1,ìÏìå,8,1,1010.7,8,1,1009.0,0,8,1
2018/9/2,27.3,8,1,23.3,8,1,32.6,8,1,0.5,0,8,1,7.8,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.6,8,ìÏìå,8,1,26.7,8,1,1007.6,8,1,75,8,1,48,8,1,7.0,8,1,19.96,8,1,8.9,8,ìÏìå,8,1,ìÏìå,8,1,1009.3,8,1,1007.6,0,8,1
2018/9/3,28.7,8,1,24.4,8,1,34.8,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.5,8,ñkñkêº,8,1,26.2,8,1,1003.1,8,1,68,8,1,43,8,1,1.8,8,1,22.49,8,1,7.9,8,ñkñkêº,8,1,ìÏìå,8,1,1004.8,8,1,1000.1,0,8,1
2018/9/4,28.0,8,1,25.7,8,1,32.5,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,7.1,8,êºìÏêº,8,1,27.2,8,1,995.0,8,1,72,8,1,55,8,1,4.8,8,1,18.98,8,1,11.6,8,ìÏêº,8,1,êºìÏêº,8,1,996.7,8,1,992.7,0,8,1
2018/9/5,27.8,8,1,24.5,8,1,32.1,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,3.2,8,1,6.4,8,ñkêº,8,1,19.9,8,1,1003.5,8,1,54,8,1,29,8,1,5.3,8,1,25.04,8,1,10.1,8,ñkêº,8,1,ìÏìÏêº,8,1,1005.2,8,1,1001.6,0,8,1
